20020810,5,0
20020812,19,0
20020815,10,0
20020819,3,0
20020822,4,0
20020824,1,0
20020825,2,0
20020807,4,0
20020808,6,0
20020826,1,0
20020827,2,0
20020831,4,0
20020901,5,4
20020902,5,18
20020905,4,6
20020911,1,2
20020919,7,4
20020921,1,0
20020927,1,1
20020928,23,46
20020929,18,36
20021002,1,2
20021008,23,112
20021009,26,165
20021010,8,47
20021011,32,126
20021012,14,201
20021013,19,58
20021015,4,69
20021016,19,71
20021017,2,170
20021019,0,2
20021021,8,9
20021022,12,12
20021023,27,43
20021024,45,56
20021025,2,9
20021026,36,25
20021027,24,25
20021028,25,38
20021102,9,7
20021103,2,0
20021104,106,131
20021105,97,308
20021106,8,39
20021107,23,155
20021108,99,174
20021109,6,9
20021110,2,19
20021111,61,51
20021112,38,87
20021113,47,200
20021114,45,175
20021115,6,77
20021116,28,112
20021117,37,194
20021118,47,93
20021119,8,21
20021120,13,20
20021121,12,30
20021122,10,23
20021123,14,6
20021124,29,65
20021125,26,273
20021126,17,210
20021127,30,117
20021128,3,25
20021129,2,5
20021130,3,14
20021201,35,87
20021202,0,69
20021203,22,236
20021204,17,56
20021205,5,15
20021206,9,28
20021207,10,231
20021208,460,269
20021209,9,27
20021210,21,36
20021211,25,82
20021212,32,98
20021213,17,13
20021214,7,13
20021216,20,23
20021217,4,4
20021219,3,5
20021220,10,79
20021222,13,10
20021224,6,3
20021225,6,36
20021226,18,91
20021227,11,46
20021228,3,6
20021229,5,18
20021230,2,0
20021231,0,2
20030101,6,8
20030102,27,127
20030103,13,28
20030104,1,0
20030106,29,68
20030107,0,14
20030108,1,1
20030109,14,46
20030110,1,40
20030111,2,2
20030112,4,15
20030114,10,82
20030115,89,45
20030116,162,212
20030117,79,69
20030118,9,18
20030119,25,26
20030120,20,29
20030121,49,181
20030122,4,13
20030123,1,42
20030124,27,13
20030125,3,34
20030126,5,74
20030127,21,6
20030128,10,11
20030129,16,1
20030130,31,84
20030131,18,85
20030201,1,18
20030202,1,6
20030203,0,25
20030204,8,252
20030205,13,76
20030206,8,24
20030207,27,26
20030208,8,6
20030209,16,30
20030210,10,26
20030211,3,13
20030212,18,110
20030215,1,103
20030216,5,7
20030218,1,10
20030219,3,3
20030220,4,29
20030221,4,9
20030222,21,22
20030223,7,63
20030224,6,82
20030225,134,31
20030226,19,67
20030227,18,30
20030228,43,157
20030301,17,33
20030302,8,43
20030303,6,8
20030304,96,212
20030305,13,21
20030306,9,18
20030307,8,65
20030308,45,53
20030309,80,56
20030310,18,90
